symbol,name,reportDate,fiscalDateEnding,estimate,currency
SSEZF,SSEZF,2025-11-12,2025-09-30,,USD
SSEZY,SSEZY,2025-11-12,2025-09-30,,USD
SSILF,SSILF,2025-11-12,2025-09-30,,USD
SSL,Sasol Ltd,2025-11-14,2025-09-30,,ZAR
SSLLF,SSLLF,2025-10-28,2025-09-30,-1.4,USD
SSLZY,SSLZY,2025-10-16,2025-09-30,0,USD
SSMFF,SSMFF,2025-11-18,2025-09-30,,USD
SSMXF,SSMXF,2025-11-05,2025-09-30,24.74,USD
SSMXY,SSMXY,2025-11-04,2025-09-30,0.1753,USD
SSNC,SS&C Technologies Holdings Inc,2025-10-23,2025-09-30,1.47,USD
SSNLF,SSNLF,2025-10-30,2025-09-30,1169.54,USD
SSP,E.W. Scripps Co. - Class A,2025-11-05,2025-09-30,-0.36,USD
SSPPF,SSPPF,2025-12-03,2025-09-30,,USD
SSREF,SSREF,2025-11-14,2025-09-30,3.49,USD
SSREY,SSREY,2025-11-14,2025-09-30,0.9753,USD
SSRM,SSR Mining Inc,2025-11-05,2025-09-30,0.33,USD
SSSAF,SSSAF,2025-11-06,2025-09-30,,USD
SSSGY,SSSGY,2025-10-16,2025-09-30,,USD
SSSS,SuRo Capital Corp,2025-11-06,2025-09-30,-0.17,USD
SSTI,SoundThinking Inc,2025-11-11,2025-09-30,-0.06,USD
SSTK,Shutterstock Inc,2025-10-27,2025-09-30,0.655,USD
SSUMF,SSUMF,2025-10-30,2025-09-30,114.52,USD
SSUMY,SSUMY,2025-10-31,2025-09-30,0.7227,USD
SSVFF,SSVFF,2025-09-23,2025-07-31,,CAD
SSYS,Stratasys Ltd,2025-11-13,2025-09-30,0.0912,USD
ST,Sensata Technologies Holding Plc,2025-11-03,2025-09-30,0.85,USD
STAA,Staar Surgical Company,2025-10-29,2025-09-30,0.21,USD
STAEY,STAEY,2025-10-31,2025-09-30,,USD
STAG,STAG Industrial Inc,2025-10-23,2025-09-30,0.2201,USD
STBA,S & T Bancorp Inc,2025-10-23,2025-09-30,0.85,USD
STBEF,STBEF,2025-11-12,2025-09-30,,USD
STBFF,STBFF,2025-11-11,2025-09-30,113.88,USD
STBFY,STBFY,2025-11-10,2025-09-30,0.3809,USD
STC,Stewart Information Services Corp,2025-10-22,2025-09-30,1.42,USD
STCGF,STCGF,2025-11-06,2025-09-30,0.04,USD
STCPF,STCPF,2025-10-20,2025-09-30,,USD
STE,Steris Plc,2025-11-05,2025-09-30,2.36,USD
STEC,Santech Holdings Ltd,2025-10-28,2025-09-30,,USD
STECF,STECF,2025-10-30,2025-09-30,1.57,USD
STEL,Stellar Bancorp Inc,2025-10-24,2025-09-30,0.49,USD
STEM,Stem Inc - Class A,2025-10-28,2025-09-30,,USD
STEP,StepStone Group Inc - Class A,2025-11-06,2025-09-30,0.47,USD
STG,Sunlands Technology Group,2025-11-13,2025-09-30,,USD
STGDF,STGDF,2025-12-04,2025-09-30,,USD
STGW,Stagwell Inc - Class A,2025-10-30,2025-09-30,0.24,USD
STGYF,STGYF,2025-11-11,2025-09-30,0.31,USD
STHO,Star Holdings,2025-11-04,2025-09-30,,USD
STHRF,STHRF,2025-11-07,2025-09-30,0.61,USD
STIM,Neuronetics Inc,2025-11-11,2025-09-30,-0.1278,USD
STKL,Sunopta Inc,2025-11-05,2025-09-30,0.0317,USD
STKS,ONE Group Hospitality Inc,2025-11-06,2025-09-30,-0.162,USD
STKXF,STKXF,2025-11-27,2025-09-30,,USD
STLA,Stellantis N.V,2025-10-30,2025-09-30,0.4523,USD
STLD,Steel Dynamics Inc,2025-10-15,2025-09-30,2.62,USD
STLFF,STLFF,2025-10-23,2025-09-30,0.02,USD
STLJF,STLJF,2025-11-05,2025-09-30,1.55,USD
STLNF,STLNF,2025-11-28,2025-09-30,,USD
STLRF,STLRF,2025-11-12,2025-09-30,-0.02,USD
STLXF,STLXF,2025-11-20,2025-10-31,,USD
STM,ST Microelectronics,2025-10-23,2025-09-30,0.22,USD
STMEF,STMEF,2025-10-23,2025-09-30,0.22,USD
STMGF,STMGF,2025-10-23,2025-09-30,,USD
STMH,STMH,2025-10-28,2025-09-30,,USD
STMNF,STMNF,2025-11-10,2025-09-30,74.32,USD
STMZF,STMZF,2025-11-06,2025-09-30,,USD
STN,Stantec Inc,2025-11-06,2025-09-30,1.53,USD
STNE,StoneCo Ltd - Class A,2025-11-18,2025-09-30,2.11,USD
STNG,Scorpio Tankers Inc,2025-10-29,2025-09-30,1.18,USD
STNRF,STNRF,2025-11-26,2025-09-30,,USD
STOHF,STOHF,2025-10-29,2025-09-30,0.68,USD
STOK,Stoke Therapeutics Inc,2025-11-11,2025-09-30,-0.5809,USD
STOSF,STOSF,2025-10-16,2025-09-30,0,USD
STPDF,STPDF,2025-11-19,2025-09-30,0.03,USD
STPGF,STPGF,2025-11-13,2025-09-30,,USD
STRA,Strategic Education Inc,2025-10-30,2025-09-30,1.32,USD
STRC,SRI SURGICAL EXPRESS INC,2025-11-12,2025-09-30,-0.17,USD
STRF,STRF,2025-10-28,2025-09-30,,USD
STRFF,STRFF,2025-11-19,2025-09-30,,USD
STRK,STRK,2025-10-28,2025-09-30,,USD
STRL,Sterling Infrastructure Inc,2025-11-10,2025-09-30,2.66,USD
STRM,Streamline Health Solutions Inc,2025-09-11,2025-07-31,-0.45,USD
STRNY,STRNY,2025-11-18,2025-09-30,,USD
STRO,Sutro Biopharma Inc,2025-11-05,2025-09-30,-0.3905,USD
STRPF,STRPF,2025-11-27,2025-10-31,,USD
STRRF,STRRF,2025-11-28,2025-09-30,,USD
STRS,Stratus Properties Inc,2025-11-12,2025-09-30,,USD
STRT,Strattec Security Corp,2025-11-03,2025-09-30,1.48,USD
STRW,Strawberry Fields Reit Inc,2025-11-18,2025-09-30,0.11,USD
STRYF,STRYF,2025-10-28,2025-09-30,1.24,USD
STRZ,Starz Entertainment Corp,2025-11-13,2025-09-30,-1.34,USD
STSBF,STSBF,2025-11-27,2025-09-30,,USD
STT,State Street Corp,2025-10-14,2025-09-30,2.58,USD
STT-PG,STT-PG,2025-10-13,2025-09-30,,USD
STTDF,STTDF,2025-09-25,2025-07-31,,USD
STTK,Shattuck Labs Inc,2025-11-11,2025-09-30,-0.2475,USD
STVN,Stevanato Group Spa,2025-11-11,2025-09-30,0.1316,USD
STWD,Starwood Property Trust Inc,2025-11-05,2025-09-30,0.48,USD
STX,Seagate Technology Holdings Plc,2025-10-28,2025-09-30,2.34,USD
STXPF,STXPF,2025-10-23,2025-08-31,,USD
STXS,Stereotaxis Inc,2025-11-06,2025-09-30,-0.0625,USD
STZ,Constellation Brands Inc - Class A,2025-10-01,2025-08-31,3.53,USD
SU,Suncor Energy Inc,2025-11-11,2025-09-30,1.1,USD
SUBCY,SUBCY,2025-11-20,2025-09-30,0.45,USD
SUCEF,SUCEF,2025-11-18,2025-09-30,,USD
SUEZF,SUEZF,2025-10-09,2025-08-31,,USD
SUGBY,SUGBY,2025-11-09,2025-09-30,2.05,USD
SUGRF,SUGRF,2025-11-21,2025-09-30,,USD
SUI,Sun Communities Inc,2025-10-22,2025-09-30,1.17,USD
SUIFF,SUIFF,2025-11-27,2025-10-31,,USD
SULMF,SULMF,2025-11-10,2025-10-31,,USD
SUM,SUM,2025-10-28,2025-09-30,,USD
SUMCF,SUMCF,2025-11-06,2025-09-30,-6.52,USD
SUMXF,SUMXF,2025-11-06,2025-09-30,0.08,USD
SUN,Sunoco LP,2025-11-05,2025-09-30,1.44,USD
SUNE,SUNation Energy Inc,2025-11-13,2025-09-30,,USD
SUNFF,SUNFF,2025-11-05,2025-09-30,,USD
SUNPF,SUNPF,2025-11-27,2025-09-30,,USD
SUNS,SLR Senior Investment Corp,2025-11-06,2025-09-30,0,USD
SUNXF,SUNXF,2025-11-27,2025-09-30,,USD
SUOPY,SUOPY,2025-11-06,2025-09-30,,USD
SUP,SUP,2025-10-29,2025-09-30,-0.06,USD
SUPCF,SUPCF,2025-11-10,2025-09-30,,USD
SUPN,Supernus Pharmaceuticals Inc,2025-11-11,2025-09-30,0.37,USD
SUPV,Grupo Supervielle S.A.,2025-11-25,2025-09-30,0.21,USD
SURDF,SURDF,2025-11-07,2025-09-30,106.94,USD
SURG,Surgepays Inc,2025-11-18,2025-09-30,-0.22,USD
SURRF,SURRF,2025-11-10,2025-09-30,,USD
SURRY,SURRY,2025-11-10,2025-09-30,,USD
SURYY,SURYY,2025-11-06,2025-09-30,,USD
SUSRF,SUSRF,2025-11-13,2025-09-30,0.89,USD
SUUFF,SUUFF,2025-11-27,2025-10-31,,USD
SUUIF,SUUIF,2025-11-05,2025-09-30,-0.28,USD
SUUN,SolarBank Corporation,2025-09-29,2025-06-30,-0.02,USD
SUVPF,SUVPF,2025-10-16,2025-09-30,,USD
SUZ,Suzano S.A.,2025-11-06,2025-09-30,0.2359,BRL
SVAUF,SVAUF,2025-10-22,2025-09-30,,USD
SVBL,SVBL,2025-09-11,2025-07-31,,USD
SVC,Service Properties Trust,2025-10-30,2025-09-30,-0.225,USD
SVCBF,SVCBF,2025-10-24,2025-09-30,1.15,USD
SVCO,Silvaco Group Inc,2025-11-18,2025-09-30,0.09,USD
SVCTF,SVCTF,2025-11-06,2025-09-30,,USD
SVGAF,SVGAF,2025-12-04,2025-09-30,,USD
SVKEF,SVKEF,2025-10-23,2025-09-30,3.86,USD
SVM,Silvercorp Metals Inc,2025-11-06,2025-09-30,0.09,USD
SVMFD,SVMFD,2025-10-28,2025-09-30,,USD
SVMFF,SVMFF,2025-10-28,2025-09-30,,USD
SVMLF,SVMLF,2025-09-16,2025-06-30,,USD
SVNBY,SVNBY,2025-11-05,2025-09-30,,USD
SVNDF,SVNDF,2025-10-09,2025-08-31,31.34,USD
SVNDY,SVNDY,2025-10-09,2025-08-31,0.1519,USD
SVNLF,SVNLF,2025-10-22,2025-09-30,2.88,USD
SVNLY,SVNLY,2025-10-22,2025-09-30,0.1506,USD
SVRA,Savara Inc,2025-11-06,2025-09-30,-0.1271,USD
SVROF,SVROF,2025-10-27,2025-09-30,,USD
SVRSF,SVRSF,2025-11-27,2025-09-30,,USD
SVTMF,SVTMF,2025-11-12,2025-09-30,,USD
SVTNF,SVTNF,2025-11-27,2025-09-30,,USD
SVTRF,SVTRF,2025-11-19,2025-09-30,,USD
SVV,Savers Value Village Inc,2025-11-06,2025-09-30,0.29,USD
SVYSF,SVYSF,2025-11-06,2025-09-30,0.61,USD
SW,Smurfit WestRock plc,2025-10-29,2025-09-30,0.73,USD
SWAG,Stran & Company Inc,2025-12-03,2025-09-30,0,USD
SWBI,Smith & Wesson Brands Inc,2025-12-04,2025-10-31,0.04,USD
SWDBF,SWDBF,2025-10-23,2025-09-30,6.46,SEK
SWDBY,SWDBY,2025-10-23,2025-09-30,0.6763,SEK
SWIM,Latham Group Inc,2025-11-11,2025-09-30,0.1001,USD
SWISF,SWISF,2025-11-27,2025-09-30,0,USD
SWK,Stanley Black & Decker Inc,2025-10-29,2025-09-30,1.23,USD
SWKH,Swk Holdings Corp,2025-11-06,2025-09-30,0.2618,USD
SWKS,Skyworks Solutions Inc,2025-11-18,2025-09-30,1.4,USD
SWLFF,SWLFF,2025-11-27,2025-09-30,,USD
SWNLF,SWNLF,2025-11-27,2025-09-30,,USD
SWOBY,SWOBY,2025-10-23,2025-09-30,,USD
SWSDF,SWSDF,2025-11-12,2025-09-30,,USD
SWSSF,SWSSF,2025-11-04,2025-09-30,-0.06,USD
SWX,Southwest Gas Holdings Inc,2025-11-05,2025-09-30,0.0339,USD
SWYBY,SWYBY,2025-10-30,2025-09-30,,USD
SWZCF,SWZCF,2025-11-06,2025-09-30,7.99,USD
SWZNF,SWZNF,2025-10-29,2025-09-30,,CHF
SXC,SunCoke Energy Inc,2025-10-30,2025-09-30,0.16,USD
SXGCF,SXGCF,2025-09-25,2025-08-31,-0.01,USD
SXI,Standex International Corp,2025-10-28,2025-09-30,1.91,USD
SXT,Sensient Technologies Corp,2025-10-31,2025-09-30,0.875,USD
SXTP,60 Degrees Pharmaceuticals Inc,2025-11-13,2025-09-30,-0.08,USD
SXYAY,SXYAY,2025-10-24,2025-09-30,,CHF
SY,So-Young International Inc,2025-11-14,2025-09-30,0.0152,USD
SYAAF,SYAAF,2025-09-08,2025-06-30,,USD
SYANY,SYANY,2025-11-05,2025-09-30,,DKK
SYBT,Stock Yards Bancorp Inc,2025-10-22,2025-09-30,1.16,USD
SYF,Synchrony Financial,2025-10-15,2025-09-30,2.17,USD
SYF-PA,SYF-PA,2025-10-14,2025-09-30,,USD
SYF-PB,SYF-PB,2025-10-14,2025-09-30,,USD
SYGCF,SYGCF,2025-10-30,2025-08-31,,USD
SYHBF,SYHBF,2025-11-28,2025-09-30,,USD
SYIEY,SYIEY,2025-10-28,2025-09-30,0,USD
SYK,Stryker Corp,2025-10-28,2025-09-30,3.14,USD
SYM,Symbotic Inc - Class A,2025-11-17,2025-09-30,0.08,USD
SYNA,Synaptics Inc,2025-11-06,2025-09-30,1.06,USD
SYNNF,SYNNF,2025-09-25,2025-06-30,,USD
SYNX,Silynxcom Ltd,2025-10-01,2025-09-30,,USD
SYPR,Sypris Solutions Inc,2025-11-12,2025-09-30,0,USD
SYRA,Syra Health Corp - Class A,2025-11-18,2025-09-30,0,USD
SYRE,Spyre Therapeutics Inc,2025-11-06,2025-09-30,-0.7773,USD
SYRS,SYRS,2025-11-18,2025-09-30,-0.1985,USD
SYY,Sysco Corp,2025-10-28,2025-09-30,1.12,USD
SYZLF,SYZLF,2025-11-13,2025-09-30,0.1,USD
SZCRF,SZCRF,2025-10-31,2025-09-30,0.96,USD
SZGPF,SZGPF,2025-11-10,2025-09-30,-0.23,USD
SZHFF,SZHFF,2025-10-29,2025-09-30,,USD
SZKMF,SZKMF,2025-11-06,2025-09-30,39.88,USD
SZKMY,SZKMY,2025-11-06,2025-09-30,,USD
T,AT&T Inc,2025-10-22,2025-09-30,0.54,USD
T-PA,T-PA,2025-10-21,2025-09-30,,USD
T-PC,T-PC,2025-10-21,2025-09-30,,USD
TAC,Transalta Corp,2025-11-11,2025-09-30,0.1174,USD
TACT,Transact Technologies Inc,2025-11-06,2025-09-30,-0.05,USD
TAGOF,TAGOF,2025-11-11,2025-09-30,,USD
TAJIF,TAJIF,2025-09-29,2025-07-31,,USD
TAK,Takeda Pharmaceutical Company,2025-10-30,2025-09-30,0.151,USD
TAKOF,TAKOF,2025-12-04,2025-09-30,,USD
TAL,TAL Education Group,2025-10-23,2025-08-31,0.16,USD
TALK,Talkspace Inc,2025-10-27,2025-09-30,0.0177,USD
TALO,Talos Energy Inc,2025-11-11,2025-09-30,-0.396,USD
TAOFF,TAOFF,2025-09-25,2025-06-30,,USD
TAOIF,TAOIF,2025-11-27,2025-09-30,,USD
TAP,Molson Coors Beverage Company - Class B,2025-11-06,2025-09-30,1.73,USD
TAP-A,Molson Coors Beverage Company - Class A,2025-11-05,2025-09-30,2.1,USD
TARA,Protara Therapeutics Inc,2025-10-30,2025-09-30,-0.3775,USD
TARS,Tarsus Pharmaceuticals Inc,2025-11-05,2025-09-30,-0.3645,USD
TASK,TaskUs Inc Class A,2025-11-10,2025-09-30,0.388,USD
TATLY,TATLY,2025-11-04,2025-09-30,,USD
TATT,TAT Technologies Ltd,2025-11-12,2025-09-30,0.355,USD
TATYF,TATYF,2025-11-06,2025-09-30,,USD
TATYY,TATYY,2025-11-06,2025-09-30,0,USD
TAVHF,TAVHF,2025-10-30,2025-09-30,,USD
TAYD,Taylor Devices Inc,2025-09-25,2025-08-31,0.67,USD
TBABF,TBABF,2025-10-23,2025-09-30,4.02,USD
TBB,AT&T Inc,2025-10-21,2025-09-30,,USD
TBBA,TBBA,2025-10-29,2025-09-30,,USD
TBBB,BBB Foods Inc - Class A,2025-12-01,2025-09-30,0.15,USD
TBBK,Bancorp Inc (The),2025-10-30,2025-09-30,1.34,USD
TBCCF,TBCCF,2025-11-06,2025-09-30,,USD
TBCRF,TBCRF,2025-10-29,2025-09-30,0.17,USD
TBI,TrueBlue Inc,2025-10-27,2025-09-30,0.0184,USD
TBLA,Taboola.com Ltd,2025-11-05,2025-09-30,-0.0017,USD
TBLMF,TBLMF,2025-12-04,2025-09-30,,USD
TBMIF,TBMIF,2025-11-21,2025-09-30,,USD
TBNGY,TBNGY,2025-10-28,2025-09-30,,IDR
TBPH,Theravance Biopharma Inc,2025-11-05,2025-09-30,-0.134,USD
TBRG,Computer Programs & Systems Inc,2025-11-06,2025-09-30,0.405,USD
TBRID,TBRID,2025-11-27,2025-09-30,,USD
TBRID,TBRID,2025-11-27,2025-10-31,,USD
TBRIF,TBRIF,2025-11-27,2025-10-31,,USD
TBURF,TBURF,2025-11-05,2025-09-30,,USD
TBVPF,TBVPF,2025-11-20,2025-09-30,,USD
TBVPY,TBVPY,2025-11-22,2025-09-30,,USD
TBXXF,TBXXF,2025-12-05,2025-09-30,0.09,USD
TCBI,Texas Capital Bancshares Inc,2025-10-23,2025-09-30,1.77,USD
TCBIO,Texas Capital Bancshares Inc,2025-10-15,2025-09-30,,USD
TCBK,Trico Bancshares,2025-10-23,2025-09-30,0.91,USD
TCBX,Third Coast Bancshares Inc,2025-10-22,2025-09-30,0.84,USD
TCCPY,TCCPY,2025-10-29,2025-09-30,,USD
TCEHY,TCEHY,2025-11-12,2025-09-30,0.9401,USD
TCIIF,TCIIF,2025-11-18,2025-10-31,,USD
TCLIF,TCLIF,2025-10-30,2025-09-30,,USD
TCMD,Tactile Systems Technology Inc,2025-11-10,2025-09-30,0.175,USD
TCMFF,TCMFF,2025-11-06,2025-09-30,-81.8,USD
TCNNF,TCNNF,2025-11-05,2025-09-30,-0.0845,USD
TCOM,Trip.com Group Ltd,2025-11-17,2025-09-30,7.98,USD
TCPC,BlackRock TCP Capital Corp,2025-10-30,2025-09-30,0.2981,USD
TCPFF,TCPFF,2025-10-23,2025-09-30,,USD
TCRX,Tscan Therapeutics Inc,2025-11-05,2025-09-30,-0.3367,USD
TCSIF,TCSIF,2025-10-29,2025-08-31,,USD
TCTZF,TCTZF,2025-11-12,2025-09-30,7.03,USD
TCX,Tucows Inc - Class A,2025-11-06,2025-09-30,0,USD
TD,Toronto Dominion Bank,2025-12-04,2025-10-31,2.01,USD
TDBCP,TDBCP,2025-12-04,2025-10-31,,USD
TDBKF,TDBKF,2025-12-04,2025-10-31,,USD
TDBOF,TDBOF,2025-10-29,2025-09-30,,USD
TDBOY,TDBOY,2025-10-29,2025-09-30,,USD
TDC,Teradata Corp,2025-11-03,2025-09-30,0.54,USD
TDCB,TDCB,2025-10-30,2025-09-30,0,USD
TDG,Transdigm Group Incorporated,2025-11-06,2025-09-30,10.37,USD
TDGGF,TDGGF,2025-11-21,2025-09-30,,USD
TDHOF,TDHOF,2025-11-13,2025-09-30,,USD
TDHOY,TDHOY,2025-11-12,2025-09-30,,USD
TDNOF,TDNOF,2025-11-10,2025-09-30,,USD
TDOC,Teladoc Health Inc,2025-10-22,2025-09-30,-0.2573,USD
TDRRF,TDRRF,2025-11-27,2025-09-30,,USD
TDS,Telephone And Data Systems Inc,2025-10-30,2025-09-30,-0.0104,USD
TDSGF,TDSGF,2025-10-24,2025-09-30,,USD
TDTH,Trident Digital Tech Holdings Ltd,2025-11-20,2025-09-30,,USD
TDUP,ThredUp Inc - Class A,2025-11-10,2025-09-30,-0.0425,USD
TDVXF,TDVXF,2025-10-23,2025-09-30,1,USD
TDW,Tidewater Inc - New,2025-11-06,2025-09-30,0.776,USD
TDWRF,TDWRF,2025-11-13,2025-09-30,0.18,USD
TDY,Teledyne Technologies Inc,2025-10-22,2025-09-30,5.47,USD
TEAD,Outbrain Inc,2025-11-06,2025-09-30,0.1037,USD
TEAM,Atlassian Corporation - Class A,2025-10-30,2025-09-30,0.83,USD
TECH,Bio-Techne Corp,2025-11-05,2025-09-30,0.43,USD
TECK,Teck Resources Ltd - Class B - Class B (Sub Voting),2025-10-22,2025-09-30,0.4838,USD
TEF,Telefonica S.A,2025-11-06,2025-09-30,0.1135,USD
TEFOF,TEFOF,2025-11-06,2025-09-30,0.1,USD
TEKCF,TEKCF,2025-09-23,2025-08-31,,USD
TEL,TE Connectivity plc,2025-10-29,2025-09-30,2.28,USD
TELA,TELA Bio Inc,2025-11-05,2025-09-30,-0.158,USD
TELNF,TELNF,2025-10-29,2025-09-30,2.47,USD
TELNY,TELNY,2025-10-29,2025-09-30,0.2378,USD
TELO,Telomir Pharmaceuticals Inc,2025-11-10,2025-09-30,-0.04,USD
TEM,Tempus AI Inc - Class A,2025-11-06,2025-09-30,0,USD
TEN,Tsakos Energy Navigation Ltd,2025-09-10,2025-06-30,0.7278,USD
TEN,Tsakos Energy Navigation Ltd,2025-12-02,2025-09-30,0.825,USD
TEN-PE,TEN-PE,2025-09-08,2025-06-30,,USD
TEN-PE,TEN-PE,2025-11-24,2025-09-30,,USD
TENB,Tenable Holdings Inc,2025-10-29,2025-09-30,0.37,USD
TEO,Telecom Argentina S.A.,2025-11-06,2025-09-30,0.2195,USD
TEPCF,TEPCF,2025-10-30,2025-09-30,108.2,USD
TEPCY,TEPCY,2025-10-29,2025-09-30,,USD
TER,Teradyne Inc,2025-10-22,2025-09-30,0.79,USD
TERN,Terns Pharmaceuticals Inc,2025-11-18,2025-09-30,-0.2947,USD
TERRF,TERRF,2025-11-13,2025-09-30,0.14,USD
TETHF,TETHF,2025-11-26,2025-09-30,,USD
TETOD,TETOD,2025-11-25,2025-09-30,,USD
TETOF,TETOF,2025-11-25,2025-09-30,,USD
TEUTF,TEUTF,2025-11-27,2025-09-30,,USD
TEVA,Teva- Pharmaceutical Industries Ltd,2025-11-05,2025-09-30,0.67,USD
TEVJF,TEVJF,2025-11-05,2025-09-30,,USD
TEX,Terex Corp,2025-10-29,2025-09-30,1.21,USD
TFC,Truist Financial Corporation,2025-10-17,2025-09-30,0.99,USD
TFC-PI,TFC-PI,2025-10-17,2025-09-30,,USD
TFC-PO,TFC-PO,2025-10-17,2025-09-30,,USD
TFC-PR,TFC-PR,2025-10-17,2025-09-30,,USD
TFII,TFI International Inc,2025-10-23,2025-09-30,1.24,USD
TFIN,Triumph Financial Inc,2025-10-15,2025-09-30,0.12,USD
TFINP,Triumph Financial Inc,2025-10-14,2025-09-30,,USD
TFPM,Triple Flag Precious Metals Corp,2025-11-11,2025-09-30,0.2119,USD
TFSL,TFS Financial Corporation,2025-10-30,2025-09-30,0.08,USD
TFSVF,TFSVF,2025-11-20,2025-09-30,,USD
TFX,Teleflex Incorporated,2025-10-23,2025-09-30,3.4,USD
TG,Tredegar Corp,2025-11-06,2025-09-30,,USD
TGAFF,TGAFF,2025-11-07,2025-09-30,,USD
TGB,Taseko Mines Ltd,2025-10-29,2025-09-30,0.0542,USD
TGBMF,TGBMF,2025-11-11,2025-09-30,0.47,USD
TGEN,TGEN,2025-11-12,2025-09-30,,USD
TGHLF,TGHLF,2025-11-13,2025-09-30,0.02,USD
TGI,Triumph Group Inc,2025-11-11,2025-09-30,0.3863,USD
TGIFF,TGIFF,2025-11-27,2025-10-31,0,USD
TGLDF,TGLDF,2025-10-23,2025-09-30,,USD
TGLS,Tecnoglass Inc,2025-11-10,2025-09-30,1.11,USD
TGMPF,TGMPF,2025-11-12,2025-09-30,-0.01,USD
TGNA,TEGNA Inc,2025-11-05,2025-09-30,0.3543,USD
TGNOF,TGNOF,2025-11-24,2025-08-31,,USD
TGOLF,TGOLF,2025-09-18,2025-07-31,,USD
TGOPF,TGOPF,2025-11-13,2025-09-30,,USD
TGOPY,TGOPY,2025-11-12,2025-09-30,,USD
TGOSY,TGOSY,2025-10-29,2025-09-30,,USD
TGS,Transportadora de Gas del Sur,2025-11-10,2025-09-30,0.17,USD
TGSHF,TGSHF,2025-11-26,2025-10-31,,USD
TGSNF,TGSNF,2025-10-23,2025-09-30,0.17,USD
TGT,Target Corp,2025-11-19,2025-10-31,2.3,USD
TGTMF,TGTMF,2025-11-27,2025-09-30,,USD
TGTX,TG Therapeutics Inc,2025-10-30,2025-09-30,0.2542,USD
TGVSF,TGVSF,2025-10-10,2025-09-30,2.72,USD
TH,Target Hospitality Corp - Class A,2025-11-05,2025-09-30,-0.0533,USD
THBRF,THBRF,2025-10-08,2025-09-30,0.06,USD
THC,Tenet Healthcare Corp,2025-10-16,2025-09-30,3.3,USD
THCH,TH International Ltd,2025-11-11,2025-09-30,,USD
THDDY,THDDY,2025-11-06,2025-09-30,,USD
THFF,First Financial Corp - Indiana,2025-10-21,2025-09-30,1.58,USD
THFRF,THFRF,2025-11-03,2025-09-30,,USD
THFWF,THFWF,2025-10-01,2025-09-30,,USD
THG,Hanover Insurance Group Inc,2025-10-29,2025-09-30,3.7,USD
THGHY,THGHY,2025-09-15,2025-06-30,,USD
THGPF,THGPF,2025-09-16,2025-06-30,,USD
THKLF,THKLF,2025-11-10,2025-09-30,,USD
THKLY,THKLY,2025-11-10,2025-09-30,,USD
THLPF,THLPF,2025-10-22,2025-09-30,3.46,USD
THM,International Tower Hill Mines Ltd,2025-11-06,2025-09-30,0,USD
THMG,THMG,2025-11-13,2025-09-30,,USD
THNCF,THNCF,2025-11-04,2025-09-30,-0.01,USD
THNOF,THNOF,2025-11-18,2025-09-30,,USD
THNPF,THNPF,2025-10-30,2025-09-30,0.6,USD
THNPY,THNPY,2025-10-16,2025-09-30,0.7084,USD
THO,Thor Industries Inc,2025-09-30,2025-07-31,1.25,USD
THO,Thor Industries Inc,2025-12-03,2025-10-31,0.1467,USD
THQQF,THQQF,2025-11-13,2025-09-30,3.92,USD
THR,Thermon Group Holdings Inc,2025-11-06,2025-09-30,0.36,USD
THRD,Third Harmonic Bio Inc,2025-11-06,2025-09-30,-0.18,USD
THRM,Gentherm Inc - Class A,2025-10-29,2025-09-30,0.6387,USD
THRY,Thryv Holdings Inc,2025-11-06,2025-09-30,0.246,USD
THS,Treehouse Foods Inc,2025-11-10,2025-09-30,0.57,USD
THSGF,THSGF,2025-10-30,2025-08-31,,USD
THUPY,THUPY,2025-10-22,2025-09-30,,USD
THURF,THURF,2025-10-28,2025-09-30,,USD
THXPF,THXPF,2025-11-11,2025-09-30,,USD
THYCF,THYCF,2025-11-11,2025-09-30,,USD
THYCY,THYCY,2025-11-10,2025-09-30,,USD
TIAOF,TIAOF,2025-11-05,2025-09-30,,USD
TIGCF,TIGCF,2025-11-06,2025-09-30,,USD
TIGO,Millicom International Cellular S.A.,2025-11-06,2025-09-30,0.6451,USD
TIGR,UP Fintech Holding Ltd,2025-11-12,2025-09-30,0.16,USD
TIHRF,TIHRF,2025-11-26,2025-09-30,,USD
TIIAY,TIIAY,2025-11-05,2025-09-30,,USD
TILE,Interface Inc,2025-10-31,2025-09-30,0.4733,USD
TIMB,TIM SA,2025-11-03,2025-09-30,0.37,USD
TIMCF,TIMCF,2025-11-11,2025-09-30,,USD
TINFF,TINFF,2025-11-25,2025-09-30,,USD
TINLY,TINLY,2025-11-05,2025-09-30,,USD
TIO,TIO,2025-11-11,2025-09-30,0,USD
TIOG,TIOG,2025-11-11,2025-09-30,0,USD
TIPT,Tiptree Inc,2025-10-29,2025-09-30,,USD
TISCF,TISCF,2025-11-06,2025-09-30,65.89,USD
TISCY,TISCY,2025-11-04,2025-09-30,,USD
TISI,Team Inc,2025-11-10,2025-09-30,,USD
TISNF,TISNF,2025-10-30,2025-09-30,53.14,USD
TITN,Titan Machinery Inc,2025-12-02,2025-10-31,-0.28,USD
TIXT,TELUS International (Cda) Inc (Sub Voting),2025-11-07,2025-09-30,0.08,USD
TJX,TJX Companies Inc,2025-11-19,2025-10-31,1.21,USD
TK,Teekay Corp,2025-10-29,2025-09-30,0,USD
TKAMY,TKAMY,2025-11-20,2025-09-30,0.1846,USD
